protocol,stage,outer_fold,inner_fold,task,partition,sample_id,subject,trial,split_group,label
cross_subject_nested_loso,inner_selection,1,1,valence_binary_fixed5,train,sub-mit061_trial-04_window-025,sub-mit061,4,sub-mit061_trial-04,high
cross_subject_nested_loso,inner_selection,1,1,valence_binary_fixed5,train,sub-mit061_trial-04_window-026,sub-mit061,4,sub-mit061_trial-04,high
cross_subject_nested_loso,inner_selection,1,1,valence_binary_fixed5,train,sub-mit061_trial-04_window-029,sub-mit061,4,sub-mit061_trial-04,high
cross_subject_nested_loso,inner_selection,1,1,valence_binary_fixed5,train,sub-mit061_trial-05_window-009,sub-mit061,5,sub-mit061_trial-05,high
cross_subject_nested_loso,inner_selection,1,1,valence_binary_fixed5,train,sub-mit061_trial-05_window-012,sub-mit061,5,sub-mit061_trial-05,high
cross_subject_nested_loso,inner_selection,1,1,valence_binary_fixed5,train,sub-mit061_trial-05_window-017,sub-mit061,5,sub-mit061_trial-05,high
cross_subject_nested_loso,inner_selection,1,1,valence_binary_fixed5,train,sub-mit061_trial-05_window-018,sub-mit061,5,sub-mit061_trial-05,high
cross_subject_nested_loso,inner_selection,1,1,valence_binary_fixed5,train,sub-mit061_trial-05_window-019,sub-mit061,5,sub-mit061_trial-05,high
cross_subject_nested_loso,inner_selection,1,1,valence_binary_fixed5,train,sub-mit061_trial-05_window-020,sub-mit061,5,sub-mit061_trial-05,high
cross_subject_nested_loso,inner_selection,1,1,valence_binary_fixed5,train,sub-mit061_trial-05_window-021,sub-mit061,5,sub-mit061_trial-05,high
cross_subject_nested_loso,inner_selection,1,1,valence_binary_fixed5,train,sub-mit061_trial-05_window-022,sub-mit061,5,sub-mit061_trial-05,high
cross_subject_nested_loso,inner_selection,1,1,valence_binary_fixed5,train,sub-mit061_trial-05_window-023,sub-mit061,5,sub-mit061_trial-05,high
cross_subject_nested_loso,inner_selection,1,1,valence_binary_fixed5,train,sub-mit061_trial-05_window-024,sub-mit061,5,sub-mit061_trial-05,high
cross_subject_nested_loso,inner_selection,1,1,valence_binary_fixed5,train,sub-mit061_trial-05_window-025,sub-mit061,5,sub-mit061_trial-05,high
cross_subject_nested_loso,inner_selection,1,1,valence_binary_fixed5,train,sub-mit061_trial-05_window-026,sub-mit061,5,sub-mit061_trial-05,high
cross_subject_nested_loso,inner_selection,1,1,valence_binary_fixed5,train,sub-mit061_trial-05_window-027,sub-mit061,5,sub-mit061_trial-05,high
cross_subject_nested_loso,inner_selection,1,1,valence_binary_fixed5,train,sub-mit061_trial-05_window-028,sub-mit061,5,sub-mit061_trial-05,high
cross_subject_nested_loso,inner_selection,1,1,valence_binary_fixed5,train,sub-mit061_trial-05_window-029,sub-mit061,5,sub-mit061_trial-05,high
cross_subject_nested_loso,inner_selection,1,1,valence_binary_fixed5,train,sub-mit061_trial-06_window-001,sub-mit061,6,sub-mit061_trial-06,high
cross_subject_nested_loso,inner_selection,1,1,valence_binary_fixed5,train,sub-mit061_trial-06_window-002,sub-mit061,6,sub-mit061_trial-06,high
cross_subject_nested_loso,inner_selection,1,1,valence_binary_fixed5,train,sub-mit061_trial-06_window-003,sub-mit061,6,sub-mit061_trial-06,high
cross_subject_nested_loso,inner_selection,1,1,valence_binary_fixed5,train,sub-mit061_trial-06_window-005,sub-mit061,6,sub-mit061_trial-06,high
cross_subject_nested_loso,inner_selection,1,1,valence_binary_fixed5,train,sub-mit061_trial-06_window-006,sub-mit061,6,sub-mit061_trial-06,high
cross_subject_nested_loso,inner_selection,1,1,valence_binary_fixed5,train,sub-mit061_trial-06_window-007,sub-mit061,6,sub-mit061_trial-06,high
cross_subject_nested_loso,inner_selection,1,1,valence_binary_fixed5,train,sub-mit061_trial-06_window-008,sub-mit061,6,sub-mit061_trial-06,high
cross_subject_nested_loso,inner_selection,1,1,valence_binary_fixed5,train,sub-mit061_trial-06_window-009,sub-mit061,6,sub-mit061_trial-06,high
cross_subject_nested_loso,inner_selection,1,1,valence_binary_fixed5,train,sub-mit061_trial-06_window-010,sub-mit061,6,sub-mit061_trial-06,high
cross_subject_nested_loso,inner_selection,1,1,valence_binary_fixed5,train,sub-mit061_trial-06_window-011,sub-mit061,6,sub-mit061_trial-06,high
cross_subject_nested_loso,inner_selection,1,1,valence_binary_fixed5,train,sub-mit061_trial-06_window-012,sub-mit061,6,sub-mit061_trial-06,high
cross_subject_nested_loso,inner_selection,1,1,valence_binary_fixed5,train,sub-mit061_trial-06_window-013,sub-mit061,6,sub-mit061_trial-06,high
cross_subject_nested_loso,inner_selection,1,1,valence_binary_fixed5,train,sub-mit061_trial-06_window-014,sub-mit061,6,sub-mit061_trial-06,high
cross_subject_nested_loso,inner_selection,1,1,valence_binary_fixed5,train,sub-mit061_trial-06_window-015,sub-mit061,6,sub-mit061_trial-06,high
cross_subject_nested_loso,inner_selection,1,1,valence_binary_fixed5,train,sub-mit061_trial-06_window-016,sub-mit061,6,sub-mit061_trial-06,high
cross_subject_nested_loso,inner_selection,1,1,valence_binary_fixed5,train,sub-mit061_trial-06_window-017,sub-mit061,6,sub-mit061_trial-06,high
cross_subject_nested_loso,inner_selection,1,1,valence_binary_fixed5,train,sub-mit061_trial-06_window-023,sub-mit061,6,sub-mit061_trial-06,high
cross_subject_nested_loso,inner_selection,1,1,valence_binary_fixed5,train,sub-mit061_trial-06_window-026,sub-mit061,6,sub-mit061_trial-06,high
cross_subject_nested_loso,inner_selection,1,1,valence_binary_fixed5,train,sub-mit061_trial-08_window-001,sub-mit061,8,sub-mit061_trial-08,high
cross_subject_nested_loso,inner_selection,1,1,valence_binary_fixed5,train,sub-mit061_trial-08_window-002,sub-mit061,8,sub-mit061_trial-08,high
cross_subject_nested_loso,inner_selection,1,1,valence_binary_fixed5,train,sub-mit061_trial-08_window-010,sub-mit061,8,sub-mit061_trial-08,high
cross_subject_nested_loso,inner_selection,1,1,valence_binary_fixed5,train,sub-mit061_trial-08_window-011,sub-mit061,8,sub-mit061_trial-08,high
cross_subject_nested_loso,inner_selection,1,1,valence_binary_fixed5,train,sub-mit061_trial-08_window-012,sub-mit061,8,sub-mit061_trial-08,high
cross_subject_nested_loso,inner_selection,1,1,valence_binary_fixed5,train,sub-mit061_trial-08_window-013,sub-mit061,8,sub-mit061_trial-08,high
cross_subject_nested_loso,inner_selection,1,1,valence_binary_fixed5,train,sub-mit061_trial-08_window-014,sub-mit061,8,sub-mit061_trial-08,high
cross_subject_nested_loso,inner_selection,1,1,valence_binary_fixed5,train,sub-mit061_trial-08_window-015,sub-mit061,8,sub-mit061_trial-08,high
cross_subject_nested_loso,inner_selection,1,1,valence_binary_fixed5,train,sub-mit061_trial-08_window-016,sub-mit061,8,sub-mit061_trial-08,high
cross_subject_nested_loso,inner_selection,1,1,valence_binary_fixed5,train,sub-mit061_trial-08_window-017,sub-mit061,8,sub-mit061_trial-08,high
cross_subject_nested_loso,inner_selection,1,1,valence_binary_fixed5,train,sub-mit061_trial-08_window-018,sub-mit061,8,sub-mit061_trial-08,high
cross_subject_nested_loso,inner_selection,1,1,valence_binary_fixed5,train,sub-mit061_trial-08_window-019,sub-mit061,8,sub-mit061_trial-08,high
cross_subject_nested_loso,inner_selection,1,1,valence_binary_fixed5,train,sub-mit061_trial-08_window-020,sub-mit061,8,sub-mit061_trial-08,high
cross_subject_nested_loso,inner_selection,1,1,valence_binary_fixed5,train,sub-mit061_trial-08_window-023,sub-mit061,8,sub-mit061_trial-08,high
cross_subject_nested_loso,inner_selection,1,1,valence_binary_fixed5,train,sub-mit061_trial-08_window-026,sub-mit061,8,sub-mit061_trial-08,high
cross_subject_nested_loso,inner_selection,1,1,valence_binary_fixed5,train,sub-mit061_trial-08_window-029,sub-mit061,8,sub-mit061_trial-08,high
cross_subject_nested_loso,inner_selection,1,1,valence_binary_fixed5,train,sub-mit061_trial-09_window-001,sub-mit061,9,sub-mit061_trial-09,high
cross_subject_nested_loso,inner_selection,1,1,valence_binary_fixed5,train,sub-mit061_trial-09_window-002,sub-mit061,9,sub-mit061_trial-09,high
cross_subject_nested_loso,inner_selection,1,1,valence_binary_fixed5,train,sub-mit061_trial-09_window-003,sub-mit061,9,sub-mit061_trial-09,high
cross_subject_nested_loso,inner_selection,1,1,valence_binary_fixed5,train,sub-mit061_trial-09_window-004,sub-mit061,9,sub-mit061_trial-09,high
cross_subject_nested_loso,inner_selection,1,1,valence_binary_fixed5,train,sub-mit061_trial-09_window-008,sub-mit061,9,sub-mit061_trial-09,high
cross_subject_nested_loso,inner_selection,1,1,valence_binary_fixed5,train,sub-mit061_trial-09_window-011,sub-mit061,9,sub-mit061_trial-09,high
cross_subject_nested_loso,inner_selection,1,1,valence_binary_fixed5,train,sub-mit061_trial-09_window-012,sub-mit061,9,sub-mit061_trial-09,high
cross_subject_nested_loso,inner_selection,1,1,valence_binary_fixed5,train,sub-mit061_trial-09_window-013,sub-mit061,9,sub-mit061_trial-09,high
cross_subject_nested_loso,inner_selection,1,1,valence_binary_fixed5,train,sub-mit061_trial-09_window-017,sub-mit061,9,sub-mit061_trial-09,high
cross_subject_nested_loso,inner_selection,1,1,valence_binary_fixed5,train,sub-mit061_trial-09_window-021,sub-mit061,9,sub-mit061_trial-09,high
cross_subject_nested_loso,inner_selection,1,1,valence_binary_fixed5,train,sub-mit061_trial-09_window-024,sub-mit061,9,sub-mit061_trial-09,high
cross_subject_nested_loso,inner_selection,1,1,valence_binary_fixed5,train,sub-mit061_trial-09_window-029,sub-mit061,9,sub-mit061_trial-09,high
cross_subject_nested_loso,inner_selection,1,1,valence_binary_fixed5,train,sub-mit061_trial-10_window-003,sub-mit061,10,sub-mit061_trial-10,low
cross_subject_nested_loso,inner_selection,1,1,valence_binary_fixed5,train,sub-mit061_trial-10_window-004,sub-mit061,10,sub-mit061_trial-10,low
cross_subject_nested_loso,inner_selection,1,1,valence_binary_fixed5,train,sub-mit061_trial-10_window-005,sub-mit061,10,sub-mit061_trial-10,low
cross_subject_nested_loso,inner_selection,1,1,valence_binary_fixed5,train,sub-mit061_trial-10_window-006,sub-mit061,10,sub-mit061_trial-10,low
cross_subject_nested_loso,inner_selection,1,1,valence_binary_fixed5,train,sub-mit061_trial-10_window-007,sub-mit061,10,sub-mit061_trial-10,low
cross_subject_nested_loso,inner_selection,1,1,valence_binary_fixed5,train,sub-mit061_trial-10_window-010,sub-mit061,10,sub-mit061_trial-10,low
cross_subject_nested_loso,inner_selection,1,1,valence_binary_fixed5,train,sub-mit061_trial-10_window-011,sub-mit061,10,sub-mit061_trial-10,low
cross_subject_nested_loso,inner_selection,1,1,valence_binary_fixed5,train,sub-mit061_trial-10_window-012,sub-mit061,10,sub-mit061_trial-10,low
cross_subject_nested_loso,inner_selection,1,1,valence_binary_fixed5,train,sub-mit061_trial-10_window-013,sub-mit061,10,sub-mit061_trial-10,low
cross_subject_nested_loso,inner_selection,1,1,valence_binary_fixed5,train,sub-mit061_trial-10_window-014,sub-mit061,10,sub-mit061_trial-10,low
cross_subject_nested_loso,inner_selection,1,1,valence_binary_fixed5,train,sub-mit061_trial-10_window-015,sub-mit061,10,sub-mit061_trial-10,low
cross_subject_nested_loso,inner_selection,1,1,valence_binary_fixed5,train,sub-mit061_trial-10_window-016,sub-mit061,10,sub-mit061_trial-10,low
cross_subject_nested_loso,inner_selection,1,1,valence_binary_fixed5,train,sub-mit061_trial-10_window-017,sub-mit061,10,sub-mit061_trial-10,low
cross_subject_nested_loso,inner_selection,1,1,valence_binary_fixed5,train,sub-mit061_trial-10_window-019,sub-mit061,10,sub-mit061_trial-10,low
cross_subject_nested_loso,inner_selection,1,1,valence_binary_fixed5,train,sub-mit061_trial-10_window-020,sub-mit061,10,sub-mit061_trial-10,low
cross_subject_nested_loso,inner_selection,1,1,valence_binary_fixed5,train,sub-mit061_trial-10_window-021,sub-mit061,10,sub-mit061_trial-10,low
cross_subject_nested_loso,inner_selection,1,1,valence_binary_fixed5,train,sub-mit061_trial-10_window-022,sub-mit061,10,sub-mit061_trial-10,low
cross_subject_nested_loso,inner_selection,1,1,valence_binary_fixed5,train,sub-mit061_trial-10_window-024,sub-mit061,10,sub-mit061_trial-10,low
cross_subject_nested_loso,inner_selection,1,1,valence_binary_fixed5,train,sub-mit061_trial-10_window-025,sub-mit061,10,sub-mit061_trial-10,low
cross_subject_nested_loso,inner_selection,1,1,valence_binary_fixed5,train,sub-mit076_trial-01_window-003,sub-mit076,1,sub-mit076_trial-01,low
cross_subject_nested_loso,inner_selection,1,1,valence_binary_fixed5,train,sub-mit076_trial-01_window-004,sub-mit076,1,sub-mit076_trial-01,low
cross_subject_nested_loso,inner_selection,1,1,valence_binary_fixed5,train,sub-mit076_trial-01_window-005,sub-mit076,1,sub-mit076_trial-01,low
cross_subject_nested_loso,inner_selection,1,1,valence_binary_fixed5,train,sub-mit076_trial-01_window-006,sub-mit076,1,sub-mit076_trial-01,low
cross_subject_nested_loso,inner_selection,1,1,valence_binary_fixed5,train,sub-mit076_trial-01_window-007,sub-mit076,1,sub-mit076_trial-01,low
cross_subject_nested_loso,inner_selection,1,1,valence_binary_fixed5,train,sub-mit076_trial-01_window-008,sub-mit076,1,sub-mit076_trial-01,low
cross_subject_nested_loso,inner_selection,1,1,valence_binary_fixed5,train,sub-mit076_trial-01_window-012,sub-mit076,1,sub-mit076_trial-01,low
cross_subject_nested_loso,inner_selection,1,1,valence_binary_fixed5,train,sub-mit076_trial-01_window-018,sub-mit076,1,sub-mit076_trial-01,low
cross_subject_nested_loso,inner_selection,1,1,valence_binary_fixed5,train,sub-mit076_trial-01_window-019,sub-mit076,1,sub-mit076_trial-01,low
cross_subject_nested_loso,inner_selection,1,1,valence_binary_fixed5,train,sub-mit076_trial-01_window-024,sub-mit076,1,sub-mit076_trial-01,low
cross_subject_nested_loso,inner_selection,1,1,valence_binary_fixed5,train,sub-mit076_trial-01_window-025,sub-mit076,1,sub-mit076_trial-01,low
cross_subject_nested_loso,inner_selection,1,1,valence_binary_fixed5,train,sub-mit076_trial-02_window-002,sub-mit076,2,sub-mit076_trial-02,low
cross_subject_nested_loso,inner_selection,1,1,valence_binary_fixed5,train,sub-mit076_trial-02_window-003,sub-mit076,2,sub-mit076_trial-02,low
cross_subject_nested_loso,inner_selection,1,1,valence_binary_fixed5,train,sub-mit076_trial-02_window-010,sub-mit076,2,sub-mit076_trial-02,low
cross_subject_nested_loso,inner_selection,1,1,valence_binary_fixed5,train,sub-mit076_trial-02_window-011,sub-mit076,2,sub-mit076_trial-02,low
cross_subject_nested_loso,inner_selection,1,1,valence_binary_fixed5,train,sub-mit076_trial-02_window-014,sub-mit076,2,sub-mit076_trial-02,low
cross_subject_nested_loso,inner_selection,1,1,valence_binary_fixed5,train,sub-mit076_trial-02_window-015,sub-mit076,2,sub-mit076_trial-02,low
cross_subject_nested_loso,inner_selection,1,1,valence_binary_fixed5,train,sub-mit076_trial-02_window-016,sub-mit076,2,sub-mit076_trial-02,low
