subject,trial,window_index,start_seconds,end_seconds,samples,status,issues,max_abs_uv,max_peak_to_peak_uv,over_200uv_fraction,flat_channels,variance_outlier_channels,source_path,exclude_primary,exclusion_reason,stimulus,valence,arousal,valence_label_fixed5,arousal_label_fixed5,quadrant_label_fixed5,valence_binary_eligible_fixed5,arousal_binary_eligible_fixed5,quadrant_label_eligible_fixed5,label_source,subject_relative_label_status,include_primary,include_pass_review_ablation,retain_for_analysis,include_excluded_trial_ablation,include_primary_valence_binary,include_primary_arousal_binary,include_primary_quadrant,primary_exclusion_reason,split_group
sub-mit003,1,11,20.0,24.0,1000,pass,,42.37398518354332,74.45031719484352,0.0,0,2,data/processed/sub-mit003/trials/sub-mit003_trial-01_eeg.fif,False,,neutral_1.mp4,8.97,7.95,high,high,HVHA,True,True,True,self_report,derive_inside_training_fold,True,True,True,False,True,True,True,,sub-mit003_trial-01
sub-mit003,1,12,22.0,26.0,1000,pass,,70.09838086549907,103.11957524013638,0.0,0,1,data/processed/sub-mit003/trials/sub-mit003_trial-01_eeg.fif,False,,neutral_1.mp4,8.97,7.95,high,high,HVHA,True,True,True,self_report,derive_inside_training_fold,True,True,True,False,True,True,True,,sub-mit003_trial-01
sub-mit003,1,13,24.0,28.0,1000,pass,,70.09838086549907,134.959098475179,0.0,0,1,data/processed/sub-mit003/trials/sub-mit003_trial-01_eeg.fif,False,,neutral_1.mp4,8.97,7.95,high,high,HVHA,True,True,True,self_report,derive_inside_training_fold,True,True,True,False,True,True,True,,sub-mit003_trial-01
sub-mit003,1,14,26.0,30.0,1000,pass,,64.86071760967992,92.74951529927723,0.0,0,2,data/processed/sub-mit003/trials/sub-mit003_trial-01_eeg.fif,False,,neutral_1.mp4,8.97,7.95,high,high,HVHA,True,True,True,self_report,derive_inside_training_fold,True,True,True,False,True,True,True,,sub-mit003_trial-01
sub-mit003,1,15,28.0,32.0,1000,pass,,298.3659355259953,347.7249060434657,0.0003515625,0,3,data/processed/sub-mit003/trials/sub-mit003_trial-01_eeg.fif,False,,neutral_1.mp4,8.97,7.95,high,high,HVHA,True,True,True,self_report,derive_inside_training_fold,True,True,True,False,True,True,True,,sub-mit003_trial-01
sub-mit003,1,16,30.0,34.0,1000,pass,,298.3659355259953,347.7249060434657,0.0003515625,0,5,data/processed/sub-mit003/trials/sub-mit003_trial-01_eeg.fif,False,,neutral_1.mp4,8.97,7.95,high,high,HVHA,True,True,True,self_report,derive_inside_training_fold,True,True,True,False,True,True,True,,sub-mit003_trial-01
sub-mit003,1,17,32.0,36.0,1000,review,variance_outliers,187.0851130530461,325.13638223575015,0.0,0,8,data/processed/sub-mit003/trials/sub-mit003_trial-01_eeg.fif,False,,neutral_1.mp4,8.97,7.95,high,high,HVHA,True,True,True,self_report,derive_inside_training_fold,False,True,True,False,False,False,False,window_qc_review,sub-mit003_trial-01
sub-mit003,1,18,34.0,38.0,1000,review,variance_outliers,142.14630091064635,191.870704166452,0.0,0,6,data/processed/sub-mit003/trials/sub-mit003_trial-01_eeg.fif,False,,neutral_1.mp4,8.97,7.95,high,high,HVHA,True,True,True,self_report,derive_inside_training_fold,False,True,True,False,False,False,False,window_qc_review,sub-mit003_trial-01
sub-mit003,1,19,36.0,40.0,1000,pass,,77.9740140853611,117.93497055795572,0.0,0,4,data/processed/sub-mit003/trials/sub-mit003_trial-01_eeg.fif,False,,neutral_1.mp4,8.97,7.95,high,high,HVHA,True,True,True,self_report,derive_inside_training_fold,True,True,True,False,True,True,True,,sub-mit003_trial-01
sub-mit003,1,20,38.0,42.0,1000,pass,,350.47158724991,416.7469014136356,0.000296875,0,4,data/processed/sub-mit003/trials/sub-mit003_trial-01_eeg.fif,False,,neutral_1.mp4,8.97,7.95,high,high,HVHA,True,True,True,self_report,derive_inside_training_fold,True,True,True,False,True,True,True,,sub-mit003_trial-01
sub-mit003,1,21,40.0,44.0,1000,pass,,350.47158724991,416.7469014136356,0.00040625,0,4,data/processed/sub-mit003/trials/sub-mit003_trial-01_eeg.fif,False,,neutral_1.mp4,8.97,7.95,high,high,HVHA,True,True,True,self_report,derive_inside_training_fold,True,True,True,False,True,True,True,,sub-mit003_trial-01
sub-mit003,1,22,42.0,46.0,1000,pass,,275.66442801495174,324.67911447567417,0.000109375,0,2,data/processed/sub-mit003/trials/sub-mit003_trial-01_eeg.fif,False,,neutral_1.mp4,8.97,7.95,high,high,HVHA,True,True,True,self_report,derive_inside_training_fold,True,True,True,False,True,True,True,,sub-mit003_trial-01
sub-mit003,1,23,44.0,48.0,1000,review,variance_outliers,57.68523010948575,110.1980588038079,0.0,0,6,data/processed/sub-mit003/trials/sub-mit003_trial-01_eeg.fif,False,,neutral_1.mp4,8.97,7.95,high,high,HVHA,True,True,True,self_report,derive_inside_training_fold,False,True,True,False,False,False,False,window_qc_review,sub-mit003_trial-01
sub-mit003,1,24,46.0,50.0,1000,pass,,57.1302908408673,110.1980588038079,0.0,0,3,data/processed/sub-mit003/trials/sub-mit003_trial-01_eeg.fif,False,,neutral_1.mp4,8.97,7.95,high,high,HVHA,True,True,True,self_report,derive_inside_training_fold,True,True,True,False,True,True,True,,sub-mit003_trial-01
sub-mit003,1,25,48.0,52.0,1000,pass,,86.49755837536466,105.89915058101904,0.0,0,2,data/processed/sub-mit003/trials/sub-mit003_trial-01_eeg.fif,False,,neutral_1.mp4,8.97,7.95,high,high,HVHA,True,True,True,self_report,derive_inside_training_fold,True,True,True,False,True,True,True,,sub-mit003_trial-01
sub-mit003,1,26,50.0,54.0,1000,pass,,86.49755837536466,156.13327749886778,0.0,0,2,data/processed/sub-mit003/trials/sub-mit003_trial-01_eeg.fif,False,,neutral_1.mp4,8.97,7.95,high,high,HVHA,True,True,True,self_report,derive_inside_training_fold,True,True,True,False,True,True,True,,sub-mit003_trial-01
sub-mit003,1,27,52.0,56.0,1000,pass,,69.63571912350312,126.51280943400384,0.0,0,2,data/processed/sub-mit003/trials/sub-mit003_trial-01_eeg.fif,False,,neutral_1.mp4,8.97,7.95,high,high,HVHA,True,True,True,self_report,derive_inside_training_fold,True,True,True,False,True,True,True,,sub-mit003_trial-01
sub-mit003,1,28,54.0,58.0,1000,pass,,287.8518669490251,367.4239416382617,0.0003203125,0,2,data/processed/sub-mit003/trials/sub-mit003_trial-01_eeg.fif,False,,neutral_1.mp4,8.97,7.95,high,high,HVHA,True,True,True,self_report,derive_inside_training_fold,True,True,True,False,True,True,True,,sub-mit003_trial-01
sub-mit003,1,29,56.0,60.0,1000,pass,,287.8518669490251,367.4239416382617,0.0003203125,0,2,data/processed/sub-mit003/trials/sub-mit003_trial-01_eeg.fif,False,,neutral_1.mp4,8.97,7.95,high,high,HVHA,True,True,True,self_report,derive_inside_training_fold,True,True,True,False,True,True,True,,sub-mit003_trial-01
sub-mit003,2,1,0.0,4.0,1000,reject,extreme_amplitude;amplitude_warning,601.1788925251379,934.8741736650602,0.02375,0,3,data/processed/sub-mit003/trials/sub-mit003_trial-02_eeg.fif,False,,12.m4v,9.0,9.0,high,high,HVHA,True,True,True,self_report,derive_inside_training_fold,False,False,True,False,False,False,False,window_qc_reject,sub-mit003_trial-02
sub-mit003,2,2,2.0,6.0,1000,reject,extreme_amplitude;amplitude_warning,601.1788925251379,1013.733823124162,0.0349296875,0,0,data/processed/sub-mit003/trials/sub-mit003_trial-02_eeg.fif,False,,12.m4v,9.0,9.0,high,high,HVHA,True,True,True,self_report,derive_inside_training_fold,False,False,True,False,False,False,False,window_qc_reject,sub-mit003_trial-02
sub-mit003,2,3,4.0,8.0,1000,reject,extreme_amplitude;amplitude_warning,558.4921860899428,700.4600049453758,0.0129921875,0,0,data/processed/sub-mit003/trials/sub-mit003_trial-02_eeg.fif,False,,12.m4v,9.0,9.0,high,high,HVHA,True,True,True,self_report,derive_inside_training_fold,False,False,True,False,False,False,False,window_qc_reject,sub-mit003_trial-02
sub-mit003,2,4,6.0,10.0,1000,pass,,214.43902533749971,394.2679433405066,0.0001015625,0,1,data/processed/sub-mit003/trials/sub-mit003_trial-02_eeg.fif,False,,12.m4v,9.0,9.0,high,high,HVHA,True,True,True,self_report,derive_inside_training_fold,True,True,True,False,True,True,True,,sub-mit003_trial-02
sub-mit003,2,5,8.0,12.0,1000,pass,,201.9356379178959,364.5689688061143,7.8125e-06,0,3,data/processed/sub-mit003/trials/sub-mit003_trial-02_eeg.fif,False,,12.m4v,9.0,9.0,high,high,HVHA,True,True,True,self_report,derive_inside_training_fold,True,True,True,False,True,True,True,,sub-mit003_trial-02
sub-mit003,2,6,10.0,14.0,1000,pass,,155.49395712694675,206.5854334383829,0.0,0,2,data/processed/sub-mit003/trials/sub-mit003_trial-02_eeg.fif,False,,12.m4v,9.0,9.0,high,high,HVHA,True,True,True,self_report,derive_inside_training_fold,True,True,True,False,True,True,True,,sub-mit003_trial-02
sub-mit003,2,7,12.0,16.0,1000,pass,,251.16134580142543,293.0816604844052,0.0001171875,0,1,data/processed/sub-mit003/trials/sub-mit003_trial-02_eeg.fif,False,,12.m4v,9.0,9.0,high,high,HVHA,True,True,True,self_report,derive_inside_training_fold,True,True,True,False,True,True,True,,sub-mit003_trial-02
sub-mit003,2,8,14.0,18.0,1000,pass,,251.16134580142543,293.0816604844052,0.0001171875,0,1,data/processed/sub-mit003/trials/sub-mit003_trial-02_eeg.fif,False,,12.m4v,9.0,9.0,high,high,HVHA,True,True,True,self_report,derive_inside_training_fold,True,True,True,False,True,True,True,,sub-mit003_trial-02
sub-mit003,2,9,16.0,20.0,1000,pass,,97.1352155140345,187.74692487998848,0.0,0,1,data/processed/sub-mit003/trials/sub-mit003_trial-02_eeg.fif,False,,12.m4v,9.0,9.0,high,high,HVHA,True,True,True,self_report,derive_inside_training_fold,True,True,True,False,True,True,True,,sub-mit003_trial-02
sub-mit003,2,10,18.0,22.0,1000,pass,,401.3450612425605,453.85467796179313,0.0004453125,0,3,data/processed/sub-mit003/trials/sub-mit003_trial-02_eeg.fif,False,,12.m4v,9.0,9.0,high,high,HVHA,True,True,True,self_report,derive_inside_training_fold,True,True,True,False,True,True,True,,sub-mit003_trial-02
sub-mit003,2,11,20.0,24.0,1000,pass,,401.3450612425605,445.0813472954671,0.0004453125,0,3,data/processed/sub-mit003/trials/sub-mit003_trial-02_eeg.fif,False,,12.m4v,9.0,9.0,high,high,HVHA,True,True,True,self_report,derive_inside_training_fold,True,True,True,False,True,True,True,,sub-mit003_trial-02
sub-mit003,2,12,22.0,26.0,1000,pass,,114.94811219757688,228.972243684596,0.0,0,1,data/processed/sub-mit003/trials/sub-mit003_trial-02_eeg.fif,False,,12.m4v,9.0,9.0,high,high,HVHA,True,True,True,self_report,derive_inside_training_fold,True,True,True,False,True,True,True,,sub-mit003_trial-02
sub-mit003,2,13,24.0,28.0,1000,pass,,110.93026705391236,198.16417644060152,0.0,0,1,data/processed/sub-mit003/trials/sub-mit003_trial-02_eeg.fif,False,,12.m4v,9.0,9.0,high,high,HVHA,True,True,True,self_report,derive_inside_training_fold,True,True,True,False,True,True,True,,sub-mit003_trial-02
sub-mit003,2,14,26.0,30.0,1000,pass,,130.20469632653817,175.14280656464285,0.0,0,2,data/processed/sub-mit003/trials/sub-mit003_trial-02_eeg.fif,False,,12.m4v,9.0,9.0,high,high,HVHA,True,True,True,self_report,derive_inside_training_fold,True,True,True,False,True,True,True,,sub-mit003_trial-02
sub-mit003,2,15,28.0,32.0,1000,pass,,174.30052141051942,264.7867119779622,0.0,0,1,data/processed/sub-mit003/trials/sub-mit003_trial-02_eeg.fif,False,,12.m4v,9.0,9.0,high,high,HVHA,True,True,True,self_report,derive_inside_training_fold,True,True,True,False,True,True,True,,sub-mit003_trial-02
sub-mit003,2,16,30.0,34.0,1000,pass,,174.30052141051942,264.7867119779622,0.0,0,3,data/processed/sub-mit003/trials/sub-mit003_trial-02_eeg.fif,False,,12.m4v,9.0,9.0,high,high,HVHA,True,True,True,self_report,derive_inside_training_fold,True,True,True,False,True,True,True,,sub-mit003_trial-02
sub-mit003,2,17,32.0,36.0,1000,pass,,72.31395703178028,142.58649408580447,0.0,0,3,data/processed/sub-mit003/trials/sub-mit003_trial-02_eeg.fif,False,,12.m4v,9.0,9.0,high,high,HVHA,True,True,True,self_report,derive_inside_training_fold,True,True,True,False,True,True,True,,sub-mit003_trial-02
sub-mit003,2,18,34.0,38.0,1000,pass,,70.27253705402421,134.38902248784876,0.0,0,1,data/processed/sub-mit003/trials/sub-mit003_trial-02_eeg.fif,False,,12.m4v,9.0,9.0,high,high,HVHA,True,True,True,self_report,derive_inside_training_fold,True,True,True,False,True,True,True,,sub-mit003_trial-02
sub-mit003,2,19,36.0,40.0,1000,pass,,116.67329377281106,208.5705255964569,0.0,0,3,data/processed/sub-mit003/trials/sub-mit003_trial-02_eeg.fif,False,,12.m4v,9.0,9.0,high,high,HVHA,True,True,True,self_report,derive_inside_training_fold,True,True,True,False,True,True,True,,sub-mit003_trial-02
sub-mit003,2,20,38.0,42.0,1000,review,variance_outliers;amplitude_warning,460.05102422910784,498.0241534056959,0.0015859375,0,6,data/processed/sub-mit003/trials/sub-mit003_trial-02_eeg.fif,False,,12.m4v,9.0,9.0,high,high,HVHA,True,True,True,self_report,derive_inside_training_fold,False,True,True,False,False,False,False,window_qc_review,sub-mit003_trial-02
sub-mit003,2,21,40.0,44.0,1000,review,variance_outliers;amplitude_warning,460.05102422910784,675.8069746121107,0.0053671875,0,9,data/processed/sub-mit003/trials/sub-mit003_trial-02_eeg.fif,False,,12.m4v,9.0,9.0,high,high,HVHA,True,True,True,self_report,derive_inside_training_fold,False,True,True,False,False,False,False,window_qc_review,sub-mit003_trial-02
sub-mit003,2,22,42.0,46.0,1000,review,variance_outliers;amplitude_warning,399.6967458170346,675.8069746121107,0.0041328125,0,8,data/processed/sub-mit003/trials/sub-mit003_trial-02_eeg.fif,False,,12.m4v,9.0,9.0,high,high,HVHA,True,True,True,self_report,derive_inside_training_fold,False,True,True,False,False,False,False,window_qc_review,sub-mit003_trial-02
sub-mit003,2,23,44.0,48.0,1000,review,amplitude_warning,410.2016286030123,501.8490816797302,0.0010703125,0,4,data/processed/sub-mit003/trials/sub-mit003_trial-02_eeg.fif,False,,12.m4v,9.0,9.0,high,high,HVHA,True,True,True,self_report,derive_inside_training_fold,False,True,True,False,False,False,False,window_qc_review,sub-mit003_trial-02
sub-mit003,2,24,46.0,50.0,1000,pass,,410.2016286030123,501.8490816797302,0.00071875,0,3,data/processed/sub-mit003/trials/sub-mit003_trial-02_eeg.fif,False,,12.m4v,9.0,9.0,high,high,HVHA,True,True,True,self_report,derive_inside_training_fold,True,True,True,False,True,True,True,,sub-mit003_trial-02
sub-mit003,2,25,48.0,52.0,1000,pass,,235.29608094890324,386.89820764134,0.0005703125,0,4,data/processed/sub-mit003/trials/sub-mit003_trial-02_eeg.fif,False,,12.m4v,9.0,9.0,high,high,HVHA,True,True,True,self_report,derive_inside_training_fold,True,True,True,False,True,True,True,,sub-mit003_trial-02
sub-mit003,2,26,50.0,54.0,1000,review,variance_outliers;amplitude_warning,353.7396231303308,409.3126057781084,0.001265625,0,6,data/processed/sub-mit003/trials/sub-mit003_trial-02_eeg.fif,False,,12.m4v,9.0,9.0,high,high,HVHA,True,True,True,self_report,derive_inside_training_fold,False,True,True,False,False,False,False,window_qc_review,sub-mit003_trial-02
sub-mit003,2,27,52.0,56.0,1000,pass,,353.7396231303308,418.4239949152606,0.0006953125,0,5,data/processed/sub-mit003/trials/sub-mit003_trial-02_eeg.fif,False,,12.m4v,9.0,9.0,high,high,HVHA,True,True,True,self_report,derive_inside_training_fold,True,True,True,False,True,True,True,,sub-mit003_trial-02
sub-mit003,2,28,54.0,58.0,1000,pass,,311.1932365190001,359.23873810668124,0.00040625,0,2,data/processed/sub-mit003/trials/sub-mit003_trial-02_eeg.fif,False,,12.m4v,9.0,9.0,high,high,HVHA,True,True,True,self_report,derive_inside_training_fold,True,True,True,False,True,True,True,,sub-mit003_trial-02
sub-mit003,2,29,56.0,60.0,1000,pass,,311.1932365190001,398.2935399489953,0.000578125,0,4,data/processed/sub-mit003/trials/sub-mit003_trial-02_eeg.fif,False,,12.m4v,9.0,9.0,high,high,HVHA,True,True,True,self_report,derive_inside_training_fold,True,True,True,False,True,True,True,,sub-mit003_trial-02
sub-mit003,3,1,0.0,4.0,1000,pass,,386.89691064427296,439.2054775593257,0.000421875,0,2,data/processed/sub-mit003/trials/sub-mit003_trial-03_eeg.fif,False,,8.m4v,7.01,6.0,high,high,HVHA,True,True,True,self_report,derive_inside_training_fold,True,True,True,False,True,True,True,,sub-mit003_trial-03
sub-mit003,3,2,2.0,6.0,1000,pass,,78.76988200327361,131.0784489183263,0.0,0,3,data/processed/sub-mit003/trials/sub-mit003_trial-03_eeg.fif,False,,8.m4v,7.01,6.0,high,high,HVHA,True,True,True,self_report,derive_inside_training_fold,True,True,True,False,True,True,True,,sub-mit003_trial-03
sub-mit003,3,3,4.0,8.0,1000,pass,,264.14981012410146,501.9003740990343,0.0004453125,0,3,data/processed/sub-mit003/trials/sub-mit003_trial-03_eeg.fif,False,,8.m4v,7.01,6.0,high,high,HVHA,True,True,True,self_report,derive_inside_training_fold,True,True,True,False,True,True,True,,sub-mit003_trial-03
sub-mit003,3,4,6.0,10.0,1000,pass,,439.9593494751469,506.989164979741,0.000921875,0,5,data/processed/sub-mit003/trials/sub-mit003_trial-03_eeg.fif,False,,8.m4v,7.01,6.0,high,high,HVHA,True,True,True,self_report,derive_inside_training_fold,True,True,True,False,True,True,True,,sub-mit003_trial-03
sub-mit003,3,5,8.0,12.0,1000,pass,,439.9593494751469,520.5376802653585,0.00096875,0,4,data/processed/sub-mit003/trials/sub-mit003_trial-03_eeg.fif,False,,8.m4v,7.01,6.0,high,high,HVHA,True,True,True,self_report,derive_inside_training_fold,True,True,True,False,True,True,True,,sub-mit003_trial-03
sub-mit003,3,6,10.0,14.0,1000,pass,,423.4990834034239,504.0774141936355,0.0004921875,0,5,data/processed/sub-mit003/trials/sub-mit003_trial-03_eeg.fif,False,,8.m4v,7.01,6.0,high,high,HVHA,True,True,True,self_report,derive_inside_training_fold,True,True,True,False,True,True,True,,sub-mit003_trial-03
sub-mit003,3,7,12.0,16.0,1000,pass,,200.2336268137946,382.9097127783631,7.8125e-06,0,3,data/processed/sub-mit003/trials/sub-mit003_trial-03_eeg.fif,False,,8.m4v,7.01,6.0,high,high,HVHA,True,True,True,self_report,derive_inside_training_fold,True,True,True,False,True,True,True,,sub-mit003_trial-03
sub-mit003,3,8,14.0,18.0,1000,pass,,200.2336268137946,399.3917531420234,7.8125e-06,0,5,data/processed/sub-mit003/trials/sub-mit003_trial-03_eeg.fif,False,,8.m4v,7.01,6.0,high,high,HVHA,True,True,True,self_report,derive_inside_training_fold,True,True,True,False,True,True,True,,sub-mit003_trial-03
sub-mit003,3,9,16.0,20.0,1000,review,variance_outliers,218.61865179179097,417.7767781200197,7.8125e-06,0,8,data/processed/sub-mit003/trials/sub-mit003_trial-03_eeg.fif,False,,8.m4v,7.01,6.0,high,high,HVHA,True,True,True,self_report,derive_inside_training_fold,False,True,True,False,False,False,False,window_qc_review,sub-mit003_trial-03
sub-mit003,3,10,18.0,22.0,1000,review,variance_outliers,296.1975090177981,438.79850658257,0.00015625,0,6,data/processed/sub-mit003/trials/sub-mit003_trial-03_eeg.fif,False,,8.m4v,7.01,6.0,high,high,HVHA,True,True,True,self_report,derive_inside_training_fold,False,True,True,False,False,False,False,window_qc_review,sub-mit003_trial-03
sub-mit003,3,11,20.0,24.0,1000,review,variance_outliers,296.1975090177981,419.9265126116625,0.0003359375,0,6,data/processed/sub-mit003/trials/sub-mit003_trial-03_eeg.fif,False,,8.m4v,7.01,6.0,high,high,HVHA,True,True,True,self_report,derive_inside_training_fold,False,True,True,False,False,False,False,window_qc_review,sub-mit003_trial-03
sub-mit003,3,12,22.0,26.0,1000,pass,,280.8994133532972,376.6099538831356,0.0001875,0,5,data/processed/sub-mit003/trials/sub-mit003_trial-03_eeg.fif,False,,8.m4v,7.01,6.0,high,high,HVHA,True,True,True,self_report,derive_inside_training_fold,True,True,True,False,True,True,True,,sub-mit003_trial-03
sub-mit003,3,13,24.0,28.0,1000,pass,,178.07295182091684,306.1064292808665,0.0,0,5,data/processed/sub-mit003/trials/sub-mit003_trial-03_eeg.fif,False,,8.m4v,7.01,6.0,high,high,HVHA,True,True,True,self_report,derive_inside_training_fold,True,True,True,False,True,True,True,,sub-mit003_trial-03
sub-mit003,3,14,26.0,30.0,1000,review,variance_outliers,128.0334774599497,235.93710267580045,0.0,0,6,data/processed/sub-mit003/trials/sub-mit003_trial-03_eeg.fif,False,,8.m4v,7.01,6.0,high,high,HVHA,True,True,True,self_report,derive_inside_training_fold,False,True,True,False,False,False,False,window_qc_review,sub-mit003_trial-03
sub-mit003,3,15,28.0,32.0,1000,pass,,119.91828125241122,235.93710267580045,0.0,0,4,data/processed/sub-mit003/trials/sub-mit003_trial-03_eeg.fif,False,,8.m4v,7.01,6.0,high,high,HVHA,True,True,True,self_report,derive_inside_training_fold,True,True,True,False,True,True,True,,sub-mit003_trial-03
sub-mit003,3,16,30.0,34.0,1000,pass,,104.63262913035926,201.33265635203549,0.0,0,5,data/processed/sub-mit003/trials/sub-mit003_trial-03_eeg.fif,False,,8.m4v,7.01,6.0,high,high,HVHA,True,True,True,self_report,derive_inside_training_fold,True,True,True,False,True,True,True,,sub-mit003_trial-03
sub-mit003,3,17,32.0,36.0,1000,review,variance_outliers,119.5129238925948,213.59178870633804,0.0,0,7,data/processed/sub-mit003/trials/sub-mit003_trial-03_eeg.fif,False,,8.m4v,7.01,6.0,high,high,HVHA,True,True,True,self_report,derive_inside_training_fold,False,True,True,False,False,False,False,window_qc_review,sub-mit003_trial-03
sub-mit003,3,18,34.0,38.0,1000,review,variance_outliers,135.5390774165858,247.9606088099948,0.0,0,6,data/processed/sub-mit003/trials/sub-mit003_trial-03_eeg.fif,False,,8.m4v,7.01,6.0,high,high,HVHA,True,True,True,self_report,derive_inside_training_fold,False,True,True,False,False,False,False,window_qc_review,sub-mit003_trial-03
sub-mit003,3,19,36.0,40.0,1000,pass,,382.54800318454977,442.3362224855033,0.000421875,0,4,data/processed/sub-mit003/trials/sub-mit003_trial-03_eeg.fif,False,,8.m4v,7.01,6.0,high,high,HVHA,True,True,True,self_report,derive_inside_training_fold,True,True,True,False,True,True,True,,sub-mit003_trial-03
sub-mit003,3,20,38.0,42.0,1000,pass,,382.54800318454977,442.3362224855033,0.000421875,0,2,data/processed/sub-mit003/trials/sub-mit003_trial-03_eeg.fif,False,,8.m4v,7.01,6.0,high,high,HVHA,True,True,True,self_report,derive_inside_training_fold,True,True,True,False,True,True,True,,sub-mit003_trial-03
sub-mit003,3,21,40.0,44.0,1000,review,amplitude_warning,875.3460671259011,1012.0280736167496,0.007625,0,3,data/processed/sub-mit003/trials/sub-mit003_trial-03_eeg.fif,False,,8.m4v,7.01,6.0,high,high,HVHA,True,True,True,self_report,derive_inside_training_fold,False,True,True,False,False,False,False,window_qc_review,sub-mit003_trial-03
sub-mit003,3,22,42.0,46.0,1000,review,amplitude_warning,875.3460671259011,1012.0280736167496,0.00940625,0,3,data/processed/sub-mit003/trials/sub-mit003_trial-03_eeg.fif,False,,8.m4v,7.01,6.0,high,high,HVHA,True,True,True,self_report,derive_inside_training_fold,False,True,True,False,False,False,False,window_qc_review,sub-mit003_trial-03
sub-mit003,3,23,44.0,48.0,1000,review,amplitude_warning,390.1602163000964,475.8460147287801,0.00178125,0,1,data/processed/sub-mit003/trials/sub-mit003_trial-03_eeg.fif,False,,8.m4v,7.01,6.0,high,high,HVHA,True,True,True,self_report,derive_inside_training_fold,False,True,True,False,False,False,False,window_qc_review,sub-mit003_trial-03
