subject,trial,window_index,start_seconds,end_seconds,samples,status,issues,max_abs_uv,max_peak_to_peak_uv,over_200uv_fraction,flat_channels,variance_outlier_channels,source_path,exclude_primary,exclusion_reason,stimulus,valence,arousal,valence_label_fixed5,arousal_label_fixed5,quadrant_label_fixed5,valence_binary_eligible_fixed5,arousal_binary_eligible_fixed5,quadrant_label_eligible_fixed5,label_source,subject_relative_label_status,include_primary,include_pass_review_ablation,retain_for_analysis,include_excluded_trial_ablation,include_primary_valence_binary,include_primary_arousal_binary,include_primary_quadrant,primary_exclusion_reason,split_group
sub-mit121,1,11,20.0,24.0,1000,review,variance_outliers,396.27212424364967,450.6149700231952,0.000625,0,7,data/processed/sub-mit121/trials/sub-mit121_trial-01_eeg.fif,False,,neutral_1.mp4,7.01,7.04,high,high,HVHA,True,True,True,self_report,derive_inside_training_fold,False,True,True,False,False,False,False,window_qc_review,sub-mit121_trial-01
sub-mit121,1,12,22.0,26.0,1000,pass,,60.179107514077984,111.3422467281652,0.0,0,2,data/processed/sub-mit121/trials/sub-mit121_trial-01_eeg.fif,False,,neutral_1.mp4,7.01,7.04,high,high,HVHA,True,True,True,self_report,derive_inside_training_fold,True,True,True,False,True,True,True,,sub-mit121_trial-01
sub-mit121,1,13,24.0,28.0,1000,pass,,55.45252595252513,94.8536717881054,0.0,0,0,data/processed/sub-mit121/trials/sub-mit121_trial-01_eeg.fif,False,,neutral_1.mp4,7.01,7.04,high,high,HVHA,True,True,True,self_report,derive_inside_training_fold,True,True,True,False,True,True,True,,sub-mit121_trial-01
sub-mit121,1,14,26.0,30.0,1000,review,variance_outliers,113.33384675975798,154.15880927265164,0.0,0,6,data/processed/sub-mit121/trials/sub-mit121_trial-01_eeg.fif,False,,neutral_1.mp4,7.01,7.04,high,high,HVHA,True,True,True,self_report,derive_inside_training_fold,False,True,True,False,False,False,False,window_qc_review,sub-mit121_trial-01
sub-mit121,1,15,28.0,32.0,1000,review,variance_outliers,140.65307581676012,248.73638853215724,0.0,0,8,data/processed/sub-mit121/trials/sub-mit121_trial-01_eeg.fif,False,,neutral_1.mp4,7.01,7.04,high,high,HVHA,True,True,True,self_report,derive_inside_training_fold,False,True,True,False,False,False,False,window_qc_review,sub-mit121_trial-01
sub-mit121,1,16,30.0,34.0,1000,pass,,140.65307581676012,214.15515845589223,0.0,0,4,data/processed/sub-mit121/trials/sub-mit121_trial-01_eeg.fif,False,,neutral_1.mp4,7.01,7.04,high,high,HVHA,True,True,True,self_report,derive_inside_training_fold,True,True,True,False,True,True,True,,sub-mit121_trial-01
sub-mit121,1,17,32.0,36.0,1000,pass,,110.31838961405096,193.5110697628964,0.0,0,2,data/processed/sub-mit121/trials/sub-mit121_trial-01_eeg.fif,False,,neutral_1.mp4,7.01,7.04,high,high,HVHA,True,True,True,self_report,derive_inside_training_fold,True,True,True,False,True,True,True,,sub-mit121_trial-01
sub-mit121,1,18,34.0,38.0,1000,pass,,110.31838961405096,193.5110697628964,0.0,0,1,data/processed/sub-mit121/trials/sub-mit121_trial-01_eeg.fif,False,,neutral_1.mp4,7.01,7.04,high,high,HVHA,True,True,True,self_report,derive_inside_training_fold,True,True,True,False,True,True,True,,sub-mit121_trial-01
sub-mit121,1,19,36.0,40.0,1000,pass,,110.40892000933022,166.19119983675523,0.0,0,2,data/processed/sub-mit121/trials/sub-mit121_trial-01_eeg.fif,False,,neutral_1.mp4,7.01,7.04,high,high,HVHA,True,True,True,self_report,derive_inside_training_fold,True,True,True,False,True,True,True,,sub-mit121_trial-01
sub-mit121,1,20,38.0,42.0,1000,pass,,110.40892000933022,191.5065073900277,0.0,0,2,data/processed/sub-mit121/trials/sub-mit121_trial-01_eeg.fif,False,,neutral_1.mp4,7.01,7.04,high,high,HVHA,True,True,True,self_report,derive_inside_training_fold,True,True,True,False,True,True,True,,sub-mit121_trial-01
sub-mit121,1,21,40.0,44.0,1000,pass,,109.83518191263424,191.5065073900277,0.0,0,0,data/processed/sub-mit121/trials/sub-mit121_trial-01_eeg.fif,False,,neutral_1.mp4,7.01,7.04,high,high,HVHA,True,True,True,self_report,derive_inside_training_fold,True,True,True,False,True,True,True,,sub-mit121_trial-01
sub-mit121,1,22,42.0,46.0,1000,pass,,128.3936459160716,226.22776737316576,0.0,0,1,data/processed/sub-mit121/trials/sub-mit121_trial-01_eeg.fif,False,,neutral_1.mp4,7.01,7.04,high,high,HVHA,True,True,True,self_report,derive_inside_training_fold,True,True,True,False,True,True,True,,sub-mit121_trial-01
sub-mit121,1,23,44.0,48.0,1000,pass,,367.0208730967989,444.7442081666796,0.000515625,0,0,data/processed/sub-mit121/trials/sub-mit121_trial-01_eeg.fif,False,,neutral_1.mp4,7.01,7.04,high,high,HVHA,True,True,True,self_report,derive_inside_training_fold,True,True,True,False,True,True,True,,sub-mit121_trial-01
sub-mit121,1,24,46.0,50.0,1000,pass,,367.0208730967989,444.7442081666796,0.000515625,0,4,data/processed/sub-mit121/trials/sub-mit121_trial-01_eeg.fif,False,,neutral_1.mp4,7.01,7.04,high,high,HVHA,True,True,True,self_report,derive_inside_training_fold,True,True,True,False,True,True,True,,sub-mit121_trial-01
sub-mit121,1,25,48.0,52.0,1000,pass,,83.80535867513056,109.34062548688092,0.0,0,2,data/processed/sub-mit121/trials/sub-mit121_trial-01_eeg.fif,False,,neutral_1.mp4,7.01,7.04,high,high,HVHA,True,True,True,self_report,derive_inside_training_fold,True,True,True,False,True,True,True,,sub-mit121_trial-01
sub-mit121,1,26,50.0,54.0,1000,pass,,71.59767895741683,121.71354263093528,0.0,0,0,data/processed/sub-mit121/trials/sub-mit121_trial-01_eeg.fif,False,,neutral_1.mp4,7.01,7.04,high,high,HVHA,True,True,True,self_report,derive_inside_training_fold,True,True,True,False,True,True,True,,sub-mit121_trial-01
sub-mit121,1,27,52.0,56.0,1000,pass,,67.54777509801295,117.64915818074763,0.0,0,0,data/processed/sub-mit121/trials/sub-mit121_trial-01_eeg.fif,False,,neutral_1.mp4,7.01,7.04,high,high,HVHA,True,True,True,self_report,derive_inside_training_fold,True,True,True,False,True,True,True,,sub-mit121_trial-01
sub-mit121,1,28,54.0,58.0,1000,pass,,67.54777509801295,115.06868333374707,0.0,0,4,data/processed/sub-mit121/trials/sub-mit121_trial-01_eeg.fif,False,,neutral_1.mp4,7.01,7.04,high,high,HVHA,True,True,True,self_report,derive_inside_training_fold,True,True,True,False,True,True,True,,sub-mit121_trial-01
sub-mit121,1,29,56.0,60.0,1000,pass,,62.04516204427876,119.72811477950268,0.0,0,3,data/processed/sub-mit121/trials/sub-mit121_trial-01_eeg.fif,False,,neutral_1.mp4,7.01,7.04,high,high,HVHA,True,True,True,self_report,derive_inside_training_fold,True,True,True,False,True,True,True,,sub-mit121_trial-01
sub-mit121,2,1,0.0,4.0,1000,pass,,384.74938867703867,445.7651127051177,0.00053125,0,2,data/processed/sub-mit121/trials/sub-mit121_trial-02_eeg.fif,False,,12.m4v,8.74,8.2,high,high,HVHA,True,True,True,self_report,derive_inside_training_fold,True,True,True,False,True,True,True,,sub-mit121_trial-02
sub-mit121,2,2,2.0,6.0,1000,review,variance_outliers,384.74938867703867,427.80977904073376,0.00053125,0,6,data/processed/sub-mit121/trials/sub-mit121_trial-02_eeg.fif,False,,12.m4v,8.74,8.2,high,high,HVHA,True,True,True,self_report,derive_inside_training_fold,False,True,True,False,False,False,False,window_qc_review,sub-mit121_trial-02
sub-mit121,2,3,4.0,8.0,1000,pass,,169.34283404510668,324.65115274478774,0.0,0,2,data/processed/sub-mit121/trials/sub-mit121_trial-02_eeg.fif,False,,12.m4v,8.74,8.2,high,high,HVHA,True,True,True,self_report,derive_inside_training_fold,True,True,True,False,True,True,True,,sub-mit121_trial-02
sub-mit121,2,4,6.0,10.0,1000,pass,,212.6229242678662,254.68243343901992,5.46875e-05,0,3,data/processed/sub-mit121/trials/sub-mit121_trial-02_eeg.fif,False,,12.m4v,8.74,8.2,high,high,HVHA,True,True,True,self_report,derive_inside_training_fold,True,True,True,False,True,True,True,,sub-mit121_trial-02
sub-mit121,2,5,8.0,12.0,1000,pass,,212.6229242678662,335.8327170476117,5.46875e-05,0,5,data/processed/sub-mit121/trials/sub-mit121_trial-02_eeg.fif,False,,12.m4v,8.74,8.2,high,high,HVHA,True,True,True,self_report,derive_inside_training_fold,True,True,True,False,True,True,True,,sub-mit121_trial-02
sub-mit121,2,6,10.0,14.0,1000,pass,,124.99753538997795,248.01150450078427,0.0,0,4,data/processed/sub-mit121/trials/sub-mit121_trial-02_eeg.fif,False,,12.m4v,8.74,8.2,high,high,HVHA,True,True,True,self_report,derive_inside_training_fold,True,True,True,False,True,True,True,,sub-mit121_trial-02
sub-mit121,2,7,12.0,16.0,1000,pass,,130.3692928837398,257.7692177940195,0.0,0,3,data/processed/sub-mit121/trials/sub-mit121_trial-02_eeg.fif,False,,12.m4v,8.74,8.2,high,high,HVHA,True,True,True,self_report,derive_inside_training_fold,True,True,True,False,True,True,True,,sub-mit121_trial-02
sub-mit121,2,8,14.0,18.0,1000,review,variance_outliers,130.3692928837398,257.7692177940195,0.0,0,10,data/processed/sub-mit121/trials/sub-mit121_trial-02_eeg.fif,False,,12.m4v,8.74,8.2,high,high,HVHA,True,True,True,self_report,derive_inside_training_fold,False,True,True,False,False,False,False,window_qc_review,sub-mit121_trial-02
sub-mit121,2,9,16.0,20.0,1000,pass,,95.81149267802112,186.9289012004132,0.0,0,2,data/processed/sub-mit121/trials/sub-mit121_trial-02_eeg.fif,False,,12.m4v,8.74,8.2,high,high,HVHA,True,True,True,self_report,derive_inside_training_fold,True,True,True,False,True,True,True,,sub-mit121_trial-02
sub-mit121,2,10,18.0,22.0,1000,pass,,94.94397711624651,186.9289012004132,0.0,0,1,data/processed/sub-mit121/trials/sub-mit121_trial-02_eeg.fif,False,,12.m4v,8.74,8.2,high,high,HVHA,True,True,True,self_report,derive_inside_training_fold,True,True,True,False,True,True,True,,sub-mit121_trial-02
sub-mit121,2,11,20.0,24.0,1000,pass,,86.70403267904258,171.59679369517772,0.0,0,3,data/processed/sub-mit121/trials/sub-mit121_trial-02_eeg.fif,False,,12.m4v,8.74,8.2,high,high,HVHA,True,True,True,self_report,derive_inside_training_fold,True,True,True,False,True,True,True,,sub-mit121_trial-02
sub-mit121,2,12,22.0,26.0,1000,pass,,115.81905335748736,218.55416051998117,0.0,0,4,data/processed/sub-mit121/trials/sub-mit121_trial-02_eeg.fif,False,,12.m4v,8.74,8.2,high,high,HVHA,True,True,True,self_report,derive_inside_training_fold,True,True,True,False,True,True,True,,sub-mit121_trial-02
sub-mit121,2,13,24.0,28.0,1000,pass,,115.81905335748736,218.55416051998117,0.0,0,3,data/processed/sub-mit121/trials/sub-mit121_trial-02_eeg.fif,False,,12.m4v,8.74,8.2,high,high,HVHA,True,True,True,self_report,derive_inside_training_fold,True,True,True,False,True,True,True,,sub-mit121_trial-02
sub-mit121,2,14,26.0,30.0,1000,pass,,93.98232245558854,179.38557388791529,0.0,0,2,data/processed/sub-mit121/trials/sub-mit121_trial-02_eeg.fif,False,,12.m4v,8.74,8.2,high,high,HVHA,True,True,True,self_report,derive_inside_training_fold,True,True,True,False,True,True,True,,sub-mit121_trial-02
sub-mit121,2,15,28.0,32.0,1000,pass,,93.98232245558854,179.38557388791529,0.0,0,4,data/processed/sub-mit121/trials/sub-mit121_trial-02_eeg.fif,False,,12.m4v,8.74,8.2,high,high,HVHA,True,True,True,self_report,derive_inside_training_fold,True,True,True,False,True,True,True,,sub-mit121_trial-02
sub-mit121,2,16,30.0,34.0,1000,pass,,48.14400851492268,79.1592138199176,0.0,0,2,data/processed/sub-mit121/trials/sub-mit121_trial-02_eeg.fif,False,,12.m4v,8.74,8.2,high,high,HVHA,True,True,True,self_report,derive_inside_training_fold,True,True,True,False,True,True,True,,sub-mit121_trial-02
sub-mit121,2,17,32.0,36.0,1000,pass,,79.12166575482684,151.4966960896756,0.0,0,3,data/processed/sub-mit121/trials/sub-mit121_trial-02_eeg.fif,False,,12.m4v,8.74,8.2,high,high,HVHA,True,True,True,self_report,derive_inside_training_fold,True,True,True,False,True,True,True,,sub-mit121_trial-02
sub-mit121,2,18,34.0,38.0,1000,pass,,84.891402983912,164.82257801403878,0.0,0,2,data/processed/sub-mit121/trials/sub-mit121_trial-02_eeg.fif,False,,12.m4v,8.74,8.2,high,high,HVHA,True,True,True,self_report,derive_inside_training_fold,True,True,True,False,True,True,True,,sub-mit121_trial-02
sub-mit121,2,19,36.0,40.0,1000,pass,,93.31027198121107,183.475783838526,0.0,0,4,data/processed/sub-mit121/trials/sub-mit121_trial-02_eeg.fif,False,,12.m4v,8.74,8.2,high,high,HVHA,True,True,True,self_report,derive_inside_training_fold,True,True,True,False,True,True,True,,sub-mit121_trial-02
sub-mit121,2,20,38.0,42.0,1000,pass,,93.31027198121107,183.475783838526,0.0,0,5,data/processed/sub-mit121/trials/sub-mit121_trial-02_eeg.fif,False,,12.m4v,8.74,8.2,high,high,HVHA,True,True,True,self_report,derive_inside_training_fold,True,True,True,False,True,True,True,,sub-mit121_trial-02
sub-mit121,2,21,40.0,44.0,1000,pass,,78.69429759184334,146.88389550317726,0.0,0,2,data/processed/sub-mit121/trials/sub-mit121_trial-02_eeg.fif,False,,12.m4v,8.74,8.2,high,high,HVHA,True,True,True,self_report,derive_inside_training_fold,True,True,True,False,True,True,True,,sub-mit121_trial-02
sub-mit121,2,22,42.0,46.0,1000,pass,,62.12131484560016,117.96414536256955,0.0,0,1,data/processed/sub-mit121/trials/sub-mit121_trial-02_eeg.fif,False,,12.m4v,8.74,8.2,high,high,HVHA,True,True,True,self_report,derive_inside_training_fold,True,True,True,False,True,True,True,,sub-mit121_trial-02
sub-mit121,2,23,44.0,48.0,1000,review,variance_outliers,421.44866836953815,478.31722138757993,0.000859375,0,6,data/processed/sub-mit121/trials/sub-mit121_trial-02_eeg.fif,False,,12.m4v,8.74,8.2,high,high,HVHA,True,True,True,self_report,derive_inside_training_fold,False,True,True,False,False,False,False,window_qc_review,sub-mit121_trial-02
sub-mit121,2,24,46.0,50.0,1000,review,variance_outliers,421.44866836953815,478.31722138757993,0.000859375,0,7,data/processed/sub-mit121/trials/sub-mit121_trial-02_eeg.fif,False,,12.m4v,8.74,8.2,high,high,HVHA,True,True,True,self_report,derive_inside_training_fold,False,True,True,False,False,False,False,window_qc_review,sub-mit121_trial-02
sub-mit121,2,25,48.0,52.0,1000,pass,,53.7066305711909,99.97851537257851,0.0,0,3,data/processed/sub-mit121/trials/sub-mit121_trial-02_eeg.fif,False,,12.m4v,8.74,8.2,high,high,HVHA,True,True,True,self_report,derive_inside_training_fold,True,True,True,False,True,True,True,,sub-mit121_trial-02
sub-mit121,2,26,50.0,54.0,1000,pass,,86.32659127374552,164.363837780822,0.0,0,1,data/processed/sub-mit121/trials/sub-mit121_trial-02_eeg.fif,False,,12.m4v,8.74,8.2,high,high,HVHA,True,True,True,self_report,derive_inside_training_fold,True,True,True,False,True,True,True,,sub-mit121_trial-02
sub-mit121,2,27,52.0,56.0,1000,pass,,98.70072149152728,194.1295924053777,0.0,0,1,data/processed/sub-mit121/trials/sub-mit121_trial-02_eeg.fif,False,,12.m4v,8.74,8.2,high,high,HVHA,True,True,True,self_report,derive_inside_training_fold,True,True,True,False,True,True,True,,sub-mit121_trial-02
sub-mit121,2,28,54.0,58.0,1000,pass,,98.70072149152728,194.1295924053777,0.0,0,1,data/processed/sub-mit121/trials/sub-mit121_trial-02_eeg.fif,False,,12.m4v,8.74,8.2,high,high,HVHA,True,True,True,self_report,derive_inside_training_fold,True,True,True,False,True,True,True,,sub-mit121_trial-02
sub-mit121,2,29,56.0,60.0,1000,pass,,83.76020028901411,161.85465199614146,0.0,0,3,data/processed/sub-mit121/trials/sub-mit121_trial-02_eeg.fif,False,,12.m4v,8.74,8.2,high,high,HVHA,True,True,True,self_report,derive_inside_training_fold,True,True,True,False,True,True,True,,sub-mit121_trial-02
sub-mit121,3,1,0.0,4.0,1000,review,amplitude_warning,449.6731861205437,512.650683062371,0.001265625,0,3,data/processed/sub-mit121/trials/sub-mit121_trial-03_eeg.fif,False,,5.mp4,4.02,6.04,low,high,LVHA,True,True,True,self_report,derive_inside_training_fold,False,True,True,False,False,False,False,window_qc_review,sub-mit121_trial-03
sub-mit121,3,2,2.0,6.0,1000,pass,,81.81449106541092,134.8221355848998,0.0,0,3,data/processed/sub-mit121/trials/sub-mit121_trial-03_eeg.fif,False,,5.mp4,4.02,6.04,low,high,LVHA,True,True,True,self_report,derive_inside_training_fold,True,True,True,False,True,True,True,,sub-mit121_trial-03
sub-mit121,3,3,4.0,8.0,1000,pass,,65.76213057127127,100.63959096295048,0.0,0,1,data/processed/sub-mit121/trials/sub-mit121_trial-03_eeg.fif,False,,5.mp4,4.02,6.04,low,high,LVHA,True,True,True,self_report,derive_inside_training_fold,True,True,True,False,True,True,True,,sub-mit121_trial-03
sub-mit121,3,4,6.0,10.0,1000,pass,,44.372054941682265,67.05159742592583,0.0,0,0,data/processed/sub-mit121/trials/sub-mit121_trial-03_eeg.fif,False,,5.mp4,4.02,6.04,low,high,LVHA,True,True,True,self_report,derive_inside_training_fold,True,True,True,False,True,True,True,,sub-mit121_trial-03
sub-mit121,3,5,8.0,12.0,1000,pass,,41.68930043185401,65.11800749550494,0.0,0,0,data/processed/sub-mit121/trials/sub-mit121_trial-03_eeg.fif,False,,5.mp4,4.02,6.04,low,high,LVHA,True,True,True,self_report,derive_inside_training_fold,True,True,True,False,True,True,True,,sub-mit121_trial-03
sub-mit121,3,6,10.0,14.0,1000,pass,,77.11614207824968,129.37852826832133,0.0,0,2,data/processed/sub-mit121/trials/sub-mit121_trial-03_eeg.fif,False,,5.mp4,4.02,6.04,low,high,LVHA,True,True,True,self_report,derive_inside_training_fold,True,True,True,False,True,True,True,,sub-mit121_trial-03
sub-mit121,3,7,12.0,16.0,1000,pass,,77.11614207824968,129.37852826832133,0.0,0,4,data/processed/sub-mit121/trials/sub-mit121_trial-03_eeg.fif,False,,5.mp4,4.02,6.04,low,high,LVHA,True,True,True,self_report,derive_inside_training_fold,True,True,True,False,True,True,True,,sub-mit121_trial-03
sub-mit121,3,8,14.0,18.0,1000,pass,,57.15533051365565,86.65942742402825,0.0,0,1,data/processed/sub-mit121/trials/sub-mit121_trial-03_eeg.fif,False,,5.mp4,4.02,6.04,low,high,LVHA,True,True,True,self_report,derive_inside_training_fold,True,True,True,False,True,True,True,,sub-mit121_trial-03
sub-mit121,3,9,16.0,20.0,1000,pass,,39.21689595811576,68.72099286848837,0.0,0,1,data/processed/sub-mit121/trials/sub-mit121_trial-03_eeg.fif,False,,5.mp4,4.02,6.04,low,high,LVHA,True,True,True,self_report,derive_inside_training_fold,True,True,True,False,True,True,True,,sub-mit121_trial-03
sub-mit121,3,10,18.0,22.0,1000,pass,,36.85656347506136,65.4500082270886,0.0,0,0,data/processed/sub-mit121/trials/sub-mit121_trial-03_eeg.fif,False,,5.mp4,4.02,6.04,low,high,LVHA,True,True,True,self_report,derive_inside_training_fold,True,True,True,False,True,True,True,,sub-mit121_trial-03
sub-mit121,3,11,20.0,24.0,1000,pass,,35.99246206733089,66.5126817931312,0.0,0,0,data/processed/sub-mit121/trials/sub-mit121_trial-03_eeg.fif,False,,5.mp4,4.02,6.04,low,high,LVHA,True,True,True,self_report,derive_inside_training_fold,True,True,True,False,True,True,True,,sub-mit121_trial-03
sub-mit121,3,12,22.0,26.0,1000,pass,,69.22478467629844,108.11209842089085,0.0,0,1,data/processed/sub-mit121/trials/sub-mit121_trial-03_eeg.fif,False,,5.mp4,4.02,6.04,low,high,LVHA,True,True,True,self_report,derive_inside_training_fold,True,True,True,False,True,True,True,,sub-mit121_trial-03
sub-mit121,3,13,24.0,28.0,1000,pass,,69.22478467629844,115.5955464305614,0.0,0,2,data/processed/sub-mit121/trials/sub-mit121_trial-03_eeg.fif,False,,5.mp4,4.02,6.04,low,high,LVHA,True,True,True,self_report,derive_inside_training_fold,True,True,True,False,True,True,True,,sub-mit121_trial-03
sub-mit121,3,14,26.0,30.0,1000,pass,,63.91187270240757,106.13008090880513,0.0,0,3,data/processed/sub-mit121/trials/sub-mit121_trial-03_eeg.fif,False,,5.mp4,4.02,6.04,low,high,LVHA,True,True,True,self_report,derive_inside_training_fold,True,True,True,False,True,True,True,,sub-mit121_trial-03
sub-mit121,3,15,28.0,32.0,1000,pass,,65.13632185703096,110.78760119123544,0.0,0,3,data/processed/sub-mit121/trials/sub-mit121_trial-03_eeg.fif,False,,5.mp4,4.02,6.04,low,high,LVHA,True,True,True,self_report,derive_inside_training_fold,True,True,True,False,True,True,True,,sub-mit121_trial-03
sub-mit121,3,16,30.0,34.0,1000,pass,,65.13632185703096,113.1613652233282,0.0,0,1,data/processed/sub-mit121/trials/sub-mit121_trial-03_eeg.fif,False,,5.mp4,4.02,6.04,low,high,LVHA,True,True,True,self_report,derive_inside_training_fold,True,True,True,False,True,True,True,,sub-mit121_trial-03
sub-mit121,3,17,32.0,36.0,1000,pass,,56.334392405376754,93.24903464616062,0.0,0,1,data/processed/sub-mit121/trials/sub-mit121_trial-03_eeg.fif,False,,5.mp4,4.02,6.04,low,high,LVHA,True,True,True,self_report,derive_inside_training_fold,True,True,True,False,True,True,True,,sub-mit121_trial-03
sub-mit121,3,18,34.0,38.0,1000,pass,,37.25357427728166,73.060966307238,0.0,0,2,data/processed/sub-mit121/trials/sub-mit121_trial-03_eeg.fif,False,,5.mp4,4.02,6.04,low,high,LVHA,True,True,True,self_report,derive_inside_training_fold,True,True,True,False,True,True,True,,sub-mit121_trial-03
sub-mit121,3,19,36.0,40.0,1000,pass,,40.98212041044611,75.46318035146598,0.0,0,1,data/processed/sub-mit121/trials/sub-mit121_trial-03_eeg.fif,False,,5.mp4,4.02,6.04,low,high,LVHA,True,True,True,self_report,derive_inside_training_fold,True,True,True,False,True,True,True,,sub-mit121_trial-03
sub-mit121,3,20,38.0,42.0,1000,pass,,63.316367943168885,100.60814259877206,0.0,0,1,data/processed/sub-mit121/trials/sub-mit121_trial-03_eeg.fif,False,,5.mp4,4.02,6.04,low,high,LVHA,True,True,True,self_report,derive_inside_training_fold,True,True,True,False,True,True,True,,sub-mit121_trial-03
sub-mit121,3,21,40.0,44.0,1000,review,variance_outliers,246.2711938362328,282.5240509529551,9.375e-05,0,8,data/processed/sub-mit121/trials/sub-mit121_trial-03_eeg.fif,False,,5.mp4,4.02,6.04,low,high,LVHA,True,True,True,self_report,derive_inside_training_fold,False,True,True,False,False,False,False,window_qc_review,sub-mit121_trial-03
sub-mit121,3,22,42.0,46.0,1000,review,variance_outliers,246.2711938362328,285.16352772241413,9.375e-05,0,8,data/processed/sub-mit121/trials/sub-mit121_trial-03_eeg.fif,False,,5.mp4,4.02,6.04,low,high,LVHA,True,True,True,self_report,derive_inside_training_fold,False,True,True,False,False,False,False,window_qc_review,sub-mit121_trial-03
sub-mit121,3,23,44.0,48.0,1000,pass,,76.39150218750109,94.42383360864864,0.0,0,1,data/processed/sub-mit121/trials/sub-mit121_trial-03_eeg.fif,False,,5.mp4,4.02,6.04,low,high,LVHA,True,True,True,self_report,derive_inside_training_fold,True,True,True,False,True,True,True,,sub-mit121_trial-03
sub-mit121,3,24,46.0,50.0,1000,pass,,201.48048350009972,349.91706759798967,2.34375e-05,0,1,data/processed/sub-mit121/trials/sub-mit121_trial-03_eeg.fif,False,,5.mp4,4.02,6.04,low,high,LVHA,True,True,True,self_report,derive_inside_training_fold,True,True,True,False,True,True,True,,sub-mit121_trial-03
sub-mit121,3,25,48.0,52.0,1000,pass,,201.48048350009972,349.91706759798967,2.34375e-05,0,1,data/processed/sub-mit121/trials/sub-mit121_trial-03_eeg.fif,False,,5.mp4,4.02,6.04,low,high,LVHA,True,True,True,self_report,derive_inside_training_fold,True,True,True,False,True,True,True,,sub-mit121_trial-03
